Brand,Price,Gender,향수이름(KOR),Name,Rate,Main Components,Winter,Spring,Summer,Fall,season,Day,Night,설명글,Top Notes,Middle Notes,Base Notes,Longetivity,Image,Skin type,Style,MBTI
John Varvatos,"43,839",남성,XX 인디고,John Varvatos XX Indigo John Varvatos for men,3.59,"aromatic: 100%;, fresh spicy: 79.5041%;, green: 62.0662%;, warm spicy: 61.1983%;, citrus: 51.4876%;, woody: 50.4131%;, rose: 47.4379%;, musky: 47.19%;, soft spicy: 45.8266%;, earthy: 45.7024%;",39.5349,100,81.3953,75.5814,spring,90.6977,66.2791,존 바바토스(John Varvatos)의 XX 인디고(John Varvatos XX Indigo)는 남성을 위한 오리엔탈 푸제르(Oriental Fougere) 향수입니다. XX 인디고(John Varvatos XX Indigo)는 2021년에 출시되었습니다.,"Peppermint, Lemon","Geranium, Cardamom, Poppy","Patchouli, Vetiver, Musk",moderate,https://fimgs.net/mdimg/perfume/375x500.68662.jpg,"지성, 복합성","클래식, 보헤미안, 럭셔리","ENFJ, ESFP, ESTJ, ENTP, ESTP, ENTJ, INFP, INTP, ISFJ, ISTJ, INTJ"
John Varvatos,"94,500",남성,다크 레블,Dark Rebel John Varvatos for men,4.33,"woody: 100%;, leather: 83.3472%;, sweet: 76.695%;, tobacco: 70.6936%;, aromatic: 64.862%;, fresh spicy: 62.647%;, rum: 62.0454%;, warm spicy: 60.3891%;, animalic: 53.5173%;, smoky: 52.9297%;",100,25.6055,8.99654,96.4245,winter,38.639,95.9631,존 바바토스(John Varvatos)의 다크 레블(Dark Rebel)은 남성을 위한 오리엔탈 우디 향수입니다. 다크 레블(Dark Rebel)은 2015년에 출시되었습니다. 조향사는 로드리고 플로레스 루(Rodrigo Flores-Roux)입니다. ,"Rum, Sugar Cane, Cardamom, Artemisia, Clary Sage","Leather, Fir Resin, Pepper, Styrax","Tobacco Leaf, Woody Notes, Castoreum, Akigalawood, Mexican Vanilla, Juniper",moderate,https://fimgs.net/mdimg/perfume/375x500.31760.jpg,"건성, 지성, 복합성","클래식, 보헤미안, 럭셔리, 레트로/빈티지","ENTP, ENTJ, ESTP, ISTP, INFJ, INTP, INTJ, ISFP, ISFJ, INFP, ISTP"
John Varvatos,"104,866",남성,빈티지,Vintage John Varvatos for men,4.17,"aromatic: 100%;, fresh spicy: 90.9248%;, woody: 86.9624%;, sweet: 83.8115%;, tobacco: 71.4516%;, green: 65.7689%;, fruity: 64.8178%;, warm spicy: 60.8311%;, fresh: 55.5127%;, leather: 52.802%;",83.4739,53.0354,16.2732,100,fall,73.1029,86.2563,존 바바토스(John Varvatos)의 빈티지(Vintage)는 남성을 위한 우디 쉬프레 향수입니다. 빈티지(Vintage)는 2006년에 출시되었습니다. 조향사는 로드리고 플로레스 루(Rodrigo Flores-Roux)입니다. ,"Rhubarb, Pepper, Juniper Berry, Cinnamon","Patchouli, Oakmoss, Balsam, Orris Root, Jasmine","Tobacco, Suede, Tonka Bean, Leather, Ashwood",moderate,https://fimgs.net/mdimg/perfume/375x500.2356.jpg,"건성, 지성, 복합성","클래식, 럭셔리, 레트로/빈티지","ENTP, ENTJ, ESTP, ISTP, INFJ, INTP, INTJ, ISFP, ISFJ, INFP, ISTP"
Calvin Klein,"59,900",남성,CK 원,CK One Calvin Klein for women and men,3.82,"citrus: 100%;, green: 71.2651%;, woody: 56.7965%;, powdery: 56.3821%;, white floral: 53.7597%;, fresh: 53.2231%;, aromatic: 53.1131%;, fresh spicy: 48.0513%;, floral: 46.968%;, musky: 46.7869%;",12.383,70.7397,96.7346,20.5407,summer,100,14.6301,캘빈 클라인(Calvin Klein)의 CK 원(CK One)은 여성과 남성을 위한 시트러스 아로마틱 향수입니다. CK 원(CK One)은 1994년에 출시되었습니다. 조향사는 알베르토 모리야스(Alberto Morillas)와 해리 프리몬트(Harry Fremont)입니다.,"Green Tea, Bergamot, Cardamom","Violet, Rose, Nutmeg","Musk, Amber",moderate,https://fimgs.net/mdimg/perfume/375x500.276.jpg,건성,"클래식, 모던/미니멀, 럭셔리","ENFJ, ESFP, ESTJ, ENTJ, ESFJ, ISFP, INFP, INTP, ISFJ"
Calvin Klein,"74,361",여성,이터너티,Eternity Calvin Klein for women,3.63,"floral: 100%;, white floral: 83.0195%;, green: 73.2001%;, aromatic: 67.2107%;, warm spicy: 63.3601%;, powdery: 59.0367%;, fresh: 49.5286%;, herbal: 48.919%;, soft spicy: 48.5703%;, citrus: 48.0505%;",36.49,86.6216,60.3908,51.2965,spring,100,35.3251,캘빈 클라인(Calvin Klein)의 이터너티(Eternity)는 여성을 위한 플로럴 향수입니다. 이터너티(Eternity)는 1988년에 출시되었습니다. 조향사는 소피아 그로스만(Sophia Grojsman)입니다. ,"Bergamot, Mandarin, White Lily","Carnation, Violet, Rose","Musk, Sandalwood, Amber",long lasting,https://fimgs.net/mdimg/perfume/375x500.257.jpg,"복합성, 건성","클래식, 모던/미니멀, 보헤미안, 럭셔리","ENFJ, ENTJ, ESFP, ESTJ, INFP, INFJ, INTP, INTJ, ISFP, ISFJ, "
Calvin Klein,"38,000",여성,옵세션,Obsession Calvin Klein for women,3.72,"amber: 100%;, warm spicy: 82.3924%;, woody: 80.1466%;, powdery: 75.0498%;, aromatic: 65.7086%;, musky: 63.7781%;, animalic: 58.5629%;, vanilla: 57.5326%;, smoky: 56.4997%;, balsamic: 55.2227%;",100,20.5197,16.0648,93.2838,winter,49.0044,97.1313,캘빈 클라인(Calvin Klein)의 옵세션(Obsession)은 여성을 위한 오리엔탈 스파이시 향수입니다. 옵세션(Obsession)은 1985년에 출시되었습니다. 조향사는 진 기차드(Jean Guichard)입니다. ,"Bergamot, Lemon, Green notes, Tangerine, Basil, Fishing","Coriander, Sandalwood, Pink, Oak moss, Orange blossom, Cedar, Jasmine, Spices","Vanilla, Civet, Amber, Musk, Incense, Vetiver",long lasting,https://fimgs.net/mdimg/perfume/375x500.248.jpg,"지성, 복합성","클래식, 보헤미안, 럭셔리, 레트로/빈티지","ENFJ, ENTP, ESFP, ESTJ, ESTP, ENTJ, ESFJ, ISFP, INFP, INTP, ISFJ, INTJ, ISTJ"
Calvin Klein,"66,500",여성,유포리아,Euphoria Calvin Klein for women,3.83,"woody: 100%;, floral: 79.7918%;, sweet: 60.1121%;, powdery: 58.7828%;, amber: 56.5415%;, fruity: 54.398%;, violet: 48.1976%;, fresh spicy: 46.8724%;",90.6509,36.5807,21.6106,81.3164,winter,53.4731,100,"캘빈 클라인(Calvin Klein)의 유포리아(Euphoria)는 여성을 위한 오리엔탈 플로럴 향수입니다. 유포리아(Euphoria)는 2005년에 출시되었습니다. 조향사는 도미니크 로피온(Dominique Ropion), 카를로스 베나임(Carlos Benaim), 록동(Loc Dong)입니다.","pomegranate, succulent persimmon","sensual champaca flower, rich black orchid","liquid amber, black violet, cream, mahogany wood",long lasting,https://fimgs.net/mdimg/perfume/375x500.253.jpg,"건성, 중성","클래식, 럭셔리, 레트로/빈티지","ENTP, ENFJ, ENTJ, ESFJ, ISFP, INFJ, INFP, INTP, INTJ, ISFP, ISFJ"
Calvin Klein,"119,253",여성,이터너티 에어,Eternity Air For Women Calvin Klein for women,3.85,"ozonic: 100%;, citrus: 94.7%;, fruity: 81.7512%;, fresh: 80.9269%;, floral: 74.3015%;, woody: 63.4163%;, musky: 61.8964%;, white floral: 53.1195%;, fresh spicy: 51.9206%;, powdery: 51.0002%;",10.7246,70.4348,100,16.2319,summer,96.2319,11.3043,캘빈 클라인(Calvin Klein)의 이터니티 에어(Eternity Air)는 여성을 위한 플로럴 프루티 향수입니다. 이터니티 에어(Eternity Air)는 2018년에 출시되었습니다. ,"Airy notes, Blackcurrant, Grapefruit","Peony, Pear, Lily-of-the-Valley","Musk, Cedar, Ambergris",moderate,https://fimgs.net/mdimg/perfume/375x500.48716.jpg,"지성, 복합성","클래식, 모던/미니멀, 럭셔리","ENFJ, ESFP, ESTJ, INFP, INFJ, INTP, INTJ, ISFP, ISFJ"
Calvin Klein,"36,600",unisex,CK 올,CK All Calvin Klein for women and men,3.99,"citrus: 100%;, white floral: 80.5579%;, aromatic: 54.035%;, floral: 53.3958%;, green: 51.1187%;, fruity: 45.2324%;, fresh spicy: 44.6584%;, musky: 44.3139%;",15.3939,81.3333,100,28.2424,summer,99.6364,20,캘빈 클라인(Calvin Klein)의 CK 올(CK All)은 여성과 남성을 위한 시트러스 향수입니다. CK 올(CK All)은 2017년에 출시되었습니다. 조향사는 알베르토 모리야스(Alberto Morillas)와 해리 프리몬트(Harry Fremont)입니다.,"Mandarin, Bergamot, Grapefruit Blossom","Paradisone, Jasmine, Lily, Furiglia","Amberwood, Musk, Vetiver",moderate,https://fimgs.net/mdimg/perfume/375x500.42944.jpg,"지성, 복합성","클래식, 모던/미니멀, 보헤미안, 럭셔리","ENFJ, ESFP, ESTJ, ESTP, ENTP, INFP, INTP, ISFJ, INFJ, INTJ, ISFP, ISTJ"
Calvin Klein,"42,382",남성,옵세션 나이트,Obsession Night for Men Calvin Klein for men,3.73,"warm spicy: 100%;, aromatic: 92.1125%;, fresh spicy: 89.9777%;, vanilla: 80.5617%;, woody: 74.7191%;, patchouli: 72.0222%;, sweet: 68.4045%;, fruity: 67.584%;, powdery: 65.7752%;, earthy: 63.5278%;",71.2526,43.7372,26.078,78.8501,fall,33.4702,100,캘빈 클라인(Calvin Klein)의 옵세션 나이트(Obsession Night)는 남성을 위한 오리엔탈 우디 향수입니다. 옵세션 나이트(Obsession Night)는 2005년에 출시되었습니다. ,"Pear, Cardamom, Artemisia, Grapefruit","Nutmeg, Musk","Vanilla, Patchouli, Vetiver",moderate,https://fimgs.net/mdimg/perfume/375x500.251.jpg,"지성, 복합성","클래식, 보헤미안, 럭셔리, 레트로/빈티지","ESFP, ESFJ, ENTJ, ENTP, ESTP, INTJ, ISTJ"
Calvin Klein,"97,952",남성,CK 비,CK be Calvin Klein for women and men,3.86,"green: 100%;, aromatic: 85.5738%;, woody: 81.7913%;, powdery: 76.9938%;, lavender: 75.4862%;, fresh spicy: 75.0607%;, musky: 69.9471%;, citrus: 66.1985%;, floral: 66.1453%;, sweet: 51.3361%;",27.1926,84.0208,86.6239,46.5759,summer,100,35.843,캘빈 클라인(Calvin Klein)의 CK 비(CK be)는 여성과 남성을 위한 플로럴 우디 머스크 향수입니다. CK 비(CK be)는 1996년에 출시되었습니다. 조향사는 르네 모르겐탈레르(René Morgenthaler)입니다. ,"Bergamot, Fruity, Lavender","Oriental, Peach","Sendalwood, Woody, Tonka Bean",moderate,https://fimgs.net/mdimg/perfume/375x500.275.jpg,"건성, 중성","클래식, 보헤미안, 럭셔리, 레트로/빈티지","ENTP, INFJ, INTP, INTJ, ISFP, ISFJ, INFP, ISTP"
Calvin Klein,"50,974",남성,인투유 허,CK IN2U for Her Calvin Klein for women,3.88,"citrus: 100%;, aromatic: 71.4117%;, fresh spicy: 69.8668%;, vanilla: 59.3533%;, green: 53.0174%;, powdery: 47.9997%;, woody: 45.9831%;, amber: 44.4751%;",22.1075,67.5372,84.0875,35.2566,summer,100,18.5849,"캘빈 클라인(Calvin Klein)의 인투유 허(CK IN2U for Her)는 여성을 위한 오리엔탈 플로럴 향수입니다. 인투유 허(CK IN2U for Her)는 2007년에 출시되었습니다. 조향사는 브루노 요바노비치(Bruno Jovanovic), 장-마크 샤일랑(Jean-Marc Chaillan), 록동(Loc Dong), 카를로스 베나임(Carlos Benaim)입니다.","Pink Grapefruit, Sicilian Bergamot, Red currant leaf","Cactus, Orchid","Vanilla, Cedar, Amber",moderate,https://fimgs.net/mdimg/perfume/375x500.934.jpg,"복합성, 건성","클래식, 보헤미안, 럭셔리, 레트로/빈티지","ENTP, ESFP, ESFJ, ENFJ, INFJ, ENTJ, INTP, INTJ, ISFP, ISFJ"
Calvin Klein,"43,835",여성,콘트라딕션,Contradiction Calvin Klein for women,3.74,"floral: 100%;, white floral: 95.2587%;, woody: 89.5976%;, fresh: 73.6681%;, rose: 61.0449%;, powdery: 60.7972%;, camphor: 57.7939%;, sweet: 56.1663%;, musky: 54.5037%;, aromatic: 51.0401%;",51.4925,64.9254,43.0348,76.99,fall,100,40.6716,캘빈 클라인(Calvin Klein)의 콘트라딕션(Contradiction)은 플로럴 우디 머스크(Floral Woody Musk)의 여성을 위한 향수입니다. 콘트라딕션(Contradiction)은 1997년에 시작되었습니다. 콘트라딕션(Contradiction)은 Ann Gottlieb(앤 고틀리브)과 다니엘라 안드리에(Daniela Andrier)에 의해 만들어졌습니다.,"Lily, Peony, Lily-of-the-Valley, Orchid, False Jasmine, Rose","Eucalyptus, Lilac, Jasmine, Blackberry","Sandalwood, Musk, Tonka Bean",moderate,https://fimgs.net/mdimg/perfume/375x500.255.jpg,"건성, 복합성","클래식, 보헤미안, 럭셔리, 레트로/빈티지","ENFJ, ESFP, ESTJ, INFP, INFJ, INTP, INTJ, ISFP, ISFJ, ISTP"
Ralph Lauren,"62,000",남성,스포츠,Polo Sport Ralph Lauren for men,3.97,"aromatic: 100%;, citrus: 86.0565%;, fresh spicy: 79.5176%;, green: 69.8109%;, aldehydic: 66.879%;, fresh: 65.4164%;, woody: 62.1847%;, lavender: 55.8409%;, marine: 52.693%;, herbal: 50.9025%;",13.897,74.6356,95.4325,25.3644,summer,100,20.4082,랄프 로렌(Ralph Lauren)의 스포츠(Polo Sport)는 남성용 아로마 그린 향수입니다. 스포츠(Polo Sport)는 1994년에 출시되었습니다. 조향사는 해리 프리몬트(Harry Fremont)입니다. ,"Mint, Aldehydes, Lavender","Ginger, Geranium, Jasmine","Musk, Sandalwood, Amber",moderate,https://fimgs.net/mdimg/perfume/375x500.894.jpg,"복합성, 건성","클래식, 로맨틱, 럭셔리","ENFJ, ENTJ, ESFP, ESTJ, INFP, INFJ, INTP, INTJ, ISFP, ISFJ, "
Ralph Lauren,"98,000",남성,블랙,Polo Black Ralph Lauren for men,4.02,"tropical: 100%;, fruity: 95.2655%;, woody: 92.0656%;, sweet: 89.4748%;, citrus: 78.3603%;, aromatic: 71.5123%;, warm spicy: 63.2628%;, patchouli: 57.431%;, terpenic: 51.0001%;, powdery: 49.3031%;",58.8762,93.6482,76.0586,87.9479,spring,100,94.4625,랄프 로렌(Ralph Lauren)의 블랙(Polo Black)은 남성용 우디 아로마틱 향수입니다. 블랙(Polo Black)은 2005년에 출시되었습니다. 조향사는 피에르 네그린(Pierre Negrin)입니다.,Mango,Silver Amuse,Patchouli,moderate,https://fimgs.net/mdimg/perfume/375x500.1197.jpg,"지성, 복합성","로맨틱, 보헤미안, 럭셔리, 레트로/빈티지","ENTJ, ISTJ"
Ralph Lauren,"98,000",남성,레드,Polo Red Ralph Lauren for men,3.88,"citrus: 100%;, fruity: 87.4977%;, amber: 79.9112%;, warm spicy: 77.7771%;, coffee: 71.8005%;, woody: 66.8094%;, fresh spicy: 63.0909%;, aromatic: 62.6295%;, soft spicy: 44.6613%;, sour: 44.3743%;",71.8236,85.3513,51.5695,100,fall,96.562,81.8386,랄프 로렌(Ralph Lauren)의 레드(Polo Red)는 남성용 우디 스파이시 향수입니다. 레드(Polo Red)는 2013년에 출시되었습니다. 조향사는 올리비에 질로탱(Olivier Gillotin)입니다.,Red Grapefruit,"Sage, Spicy Red Saffron","Redwood, Amber",moderate,https://fimgs.net/mdimg/perfume/375x500.18598.jpg,복합성  ,"클래식, 로맨틱, 보헤미안, 럭셔리","ENTP, ENFJ, ENTJ, ESFJ, INFJ, INTP, INTJ, ISFP, ISFJ"
Ralph Lauren,"80,000",남성,딥 블루,Polo Deep Blue Parfum Ralph Lauren for men,4.16,"aromatic: 100%;, fresh spicy: 72.4384%;, woody: 71.443%;, citrus: 65.6455%;, marine: 61.6101%;, musky: 57.4672%;, tropical: 56.4987%;, amber: 54.4812%;, fruity: 51.1992%;, sweet: 50.2438%;",10.4435,87.5536,100,30.9013,summer,92.2747,32.618,랄프 로렌(Ralph Lauren)의  딥 블루(Polo Deep Blue)는 남성을 위한 아로마 아쿠아틱 향수입니다. 딥 블루(Polo Deep Blue)는 2020년에 출시되었습니다. 조향사는 카를로스 베나임(Carlos Benaim)입니다.,"Hawaiian Green Mango, Grapefruit Oil, Bergamot Oil","Cypress Oil, Geranium Absolute, Clary Sage Oil","Sea Notes, Ambroxan, Fir Resin, Musk, Patchouli",moderate,https://fimgs.net/mdimg/perfume/375x500.59650.jpg,"지성, 복합성  ","모던/미니멀, 스포티/캐주얼","ENFJ, ENTJ, ESFP, ESTJ, INFP, INTP, ISFJ, ISTJ, ISTP"
Ralph Lauren,"98,000",남성,랄프 로렌,Polo Ralph Lauren for men,3.85,"woody: 100%;, aromatic: 96.3375%;, fresh spicy: 67.1451%;, tobacco: 53.9646%;, earthy: 53.9048%;, leather: 51.3021%;, mossy: 48.965%;, herbal: 48.9447%;, green: 48.0522%;, sweet: 46.0958%;",100,57.0356,26.8403,95.1928,winter,85.979,82.3235,랄프 로렌(Ralph Lauren)의 랄프 로렌(Polo Ralph Lauren)은 남성용 우디 시프레 향수입니다. 랄프 로렌(Polo Ralph Lauren)은 1978년에 출시되었습니다. 조향사는 카를로스 베나임(Carlos Benaim)입니다. ,"Juniper Berries, Basil, Artemisia, Caraway, Coriander, Bergamot","Pine Tree Needles, Leather, Chamomile, Pepper, Carnation, Geranium, Jasmine, Rose","Tobacco, Oakmoss, Patchouli, Cedar, Vetiver, Musk, Amber",long lasting,https://fimgs.net/mdimg/perfume/375x500.890.jpg,"지성, 복합성  ","클래식, 보헤미안, 럭셔리, 레트로/빈티지","ENFJ, ENTJ, ESFP, ESTJ, ENTP, ESTP, INFP, INFJ, INTP, INTJ, ISFP, ISFJ, ISTJ"
Ralph Lauren,"145,000",남성,폴로 67,Polo 67 Ralph Lauren for men,4.18,"aromatic: 100%;, citrus: 86.3887%;, woody: 68.3701%;, fruity: 68.3055%;, fresh spicy: 63.7037%;, sweet: 59.5557%;, fresh: 49.8331%;, tropical: 48.4724%;, herbal: 47.7914%;, earthy: 47.5001%;",17.0984,96.8912,100,47.6684,summer,90.1554,33.1606,랄프 로렌(Ralph Lauren)의 폴로 67(Polo 67)은 남성을 위한 우디 아로마틱 향수입니다. 폴로 67(Polo 67)은 2024년에 출시되었습니다. 조향사는 마리 살라마뉴(Marie Salamagne)입니다. ,"Bergamot, Aquatic","Pineapple, Geranium, Clary Sage","Vetiver, Sandalwood, Patchouli",moderate,https://fimgs.net/mdimg/perfume/375x500.90347.jpg,"지성, 복합성  ","클래식, 보헤미안, 럭셔리","ENTP, ENTJ, ESTP, ISTJ, INFJ, INTP, INTJ, ISFP, ISFJ, ISTJ"
Ralph Lauren,"86,000",여성,폴로 어스,Polo Earth Ralph Lauren for women and men,3.94,"citrus: 100%;, aromatic: 71.5553%;, white floral: 65.8431%;, fresh spicy: 58.663%;, green: 56.3082%;, woody: 51.9187%;",7.97872,94.1489,100,28.7234,summer,89.8936,18.617,랄프 로렌(Ralph Lauren)의 폴로 어스(Polo Earth)는 여성과 남성을 위한 아로마 향수입니다. 폴로 어스(Polo Earth)는 2022년에 출시되었습니다. ,"Neroli, Bergamot, Green Mandarin","Ylang-Ylang, Sage","Vetiver, CedarWood Oil",moderate,https://fimgs.net/mdimg/perfume/375x500.73298.jpg,"지성, 복합성  ","클래식, 모던/미니멀, 럭셔리","ENTP, ESTP, INFJ, INTP, INTJ, ISFP, ISFJ, ISTJ"
Ralph Lauren,"105,000",여성,로망스,Romance Ralph Lauren for women,3.93,"floral: 100%;, warm spicy: 65.0491%;, rose: 62.5331%;, citrus: 58.7829%;, herbal: 53.2539%;, white floral: 53.0582%;, woody: 51.4805%;, musky: 51.471%;, powdery: 49.3614%;, aromatic: 47.8535%;",23.9595,86.6704,61.0799,33.9708,spring,100,28.7964,랄프 로렌(Ralph Lauren)의 로망스(Romance)는 여성을 위한 플로럴 프루티 향수입니다. 로망스(Romance)는 1998년에 출시되었습니다. 조향사는 해리 프리몬트(Harry Fremont)입니다. ,Rose,Pink Pepper,Jasmine,moderate,https://fimgs.net/mdimg/perfume/375x500.825.jpg,건성  ,"로맨틱, 럭셔리","ENFP, ENFJ, ENTP, ESFJ, INFP, ISFP"
Ralph Lauren,"118,000",여성,우먼,Woman by Ralph Lauren Ralph Lauren for women,4.2,"white floral: 100%;, fruity: 91.7072%;, woody: 84.4306%;, tuberose: 77.9858%;, sweet: 66.8124%;, green: 59.1786%;, animalic: 54.4221%;, nutty: 51.8913%;, citrus: 46.4711%;, aromatic: 45.3063%;",74.026,81.1688,45.6169,99.513,fall,100,70.4545,랄프 로렌(Ralph Lauren)의 우먼(Woman)은 여성을 위한 플로럴 향수입니다. 우먼(Woman)은 2017년에 출시되었습니다. 조향사는 앤 플리포(Anne Flipo)입니다. ,"Pear, Black Currant, Rhubarb","Tuberose, Orange Blossom, Turkish Rose","Hazelnut, Sandalwood, Woody Notes",moderate,https://fimgs.net/mdimg/perfume/375x500.45741.jpg,건성  ,"보헤미안, 럭셔리","ENTP, INFJ, INTP, INTJ, ISFP, ISFJ, INFP, ISTP"
Chloé,"75,900",여성,끌로에 오 드 퍼퓸,Chloé Eau de Parfum Chloé for women,3.95,"floral: 100%;, rose: 87.5842%;, fresh: 69.4716%;, fruity: 45.1297%;, white floral: 44.2283%;",35.0486,91.2823,54.9884,50.7595,spring,100,30.8198,끌로에(Chloé)의 끌로에 오 드 퍼퓸(Chloé Eau de Parfum)은 여성을 위한 플로럴 향수입니다. 끌로에 오 드 퍼퓸(Chloé Eau de Parfum)은 2008년에 출시되었습니다. 조향사는 아망딘 클레르-마리(Amandine Clerc-Marie)와 미셸 알마락(Michel Almairac)입니다.,"Peony, Litchi, Freesia","Rose, Lily-of-the-Valley, Magnolia","CedarWood, Amber",long lasting,https://fimgs.net/mdimg/perfume/375x500.1733.jpg,건성  ,"클래식, 보헤미안, 럭셔리","ENTP, ENFJ, ENTJ, ESFJ, INFJ, INTP, INTJ, ISFP, ISFJ"
Chloé,"82,000",여성,노마드,Nomade Chloé for women,3.94,"woody: 100%;, citrus: 91.8091%;, fruity: 86.4221%;, mossy: 84.9896%;, earthy: 78.079%;, floral: 74.315%;, sweet: 66.5095%;, powdery: 57.3021%;, warm spicy: 56.1951%;, patchouli: 53.9664%;",42.7618,91.928,58.439,89.6598,spring,100,41.3943,끌로에(Chloé)의 노마드(Nomade)는 여성을 위한 Chypre 플로럴 향수입니다. 노마드(Nomade)는 2018년에 출시되었습니다. 조향사는 쿠엔틴 비쉬(Quentin Bisch)입니다.,"Mirabelle, Bergamot, Lemon, Orange","Freesia, Peach, Jasmine, Rose","Oakmoss, Patchouli, Amberwood, Sandalwood",long lasting,https://fimgs.net/mdimg/perfume/375x500.48434.jpg,"지성, 복합성  ","클래식, 보헤미안, 럭셔리","ENTP, ENTJ, ISTJ, INFJ, INTP, INTJ, ISFP, ISFJ"
Chloé,"95,000",여성,러브 스토리,Love Story Chloé for women,3.88,"white floral: 100%;, citrus: 91.3281%;, musky: 53.0732%;, fruity: 51.2095%;, sweet: 50.2778%;, fresh spicy: 50.0905%;, woody: 48.94%;, rose: 46.9428%;, fresh: 45.1414%;, powdery: 44.7759%;",16.317,98.0575,62.704,38.2284,spring,100,21.6006,끌로에(Chloé)의 러브 스토리(Love Story)는 여성을 위한 플로럴 향수입니다. 러브 스토리(Love Story)는 2014년에 출시되었습니다. 조향사는 앤 플리포(Anne Flipo)입니다. ,"Neroli, Pear, Bergamot, Grapefruit, Lemon","Orange Blossom, Stephanotis, Rose, Peach, Black Currant","Musk, Cedar, Cashmirwood, Patchouli",moderate,https://fimgs.net/mdimg/perfume/375x500.26227.jpg,"지성, 복합성  ","클래식, 보헤미안, 럭셔리","ENFJ, ESFP, ESTJ, ENTJ, ENTP, INFJ, INTP, INTJ, ISFP, INFP, INTP, ISFJ, ISTJ"
Chloé,"94,000",여성,라벤더,Lavanda Chloé for women and men,4.03,"lavender: 100%;, aromatic: 58%;, fresh spicy: 51.0001%;",20,100,95.5556,31.1111,spring,95.5556,31.1111,끌로에(Chloé)의 라벤더(Lavanda)는 여성과 남성을 위한 플로럴 향수입니다.라벤더(Lavanda)는 2019년에 출시되었습니다. 조향사는 쿠엔틴 비쉬(Quentin Bisch)입니다.,Lavender,aromatic,fresh spicy,moderate,https://fimgs.net/mdimg/perfume/375x500.57249.jpg,"지성, 복합성  ","모던/미니멀, 스포티/캐주얼","ENTJ, ESTP"
Chloé,"118,400",여성,노마드 자스민 나츄렐,Nomade Jasmin Naturel Intense Chloé for women,3.98,"sweet: 100%;, fruity: 81.8347%;, white floral: 76.175%;, woody: 70.1144%;, vanilla: 63.6693%;, powdery: 54.5305%;, floral: 53.6646%;, warm spicy: 47.476%;, earthy: 44.3978%;, balsamic: 44.3816%;",44.3878,96.4286,69.3878,90.8163,spring,100,54.5918,끌로에(Chloé)의 노마드 자스민 나츄렐(Nomade Jasmin Naturel)은 여성을 위한 플로럴 프루티 향수입니다. 노마드 자스민 나츄렐(Nomade Jasmin Naturel)은 2023년에 출시되었습니다. 조향사는 캐롤라인 듀뮈르(Caroline Dumur)입니다. ,Jasmine,Dates,Vanilla,moderate,https://fimgs.net/mdimg/perfume/375x500.79230.jpg,건성  ,"클래식, 로맨틱, 럭셔리","ESFP, ESFJ"
Chloé,"73,345",여성,로즈 탠저린,Chloé Rose Tangerine Chloé for women,3.77,"rose: 100%;, citrus: 84.5171%;, woody: 68.3222%;, fruity: 68.2431%;, floral: 56.7344%;, amber: 50.1694%;, sweet: 45.3052%;",14.3469,100,94.4325,29.5503,spring,99.7859,12.4197,끌로에(Chloé)의 로즈 탠저린(Rose Tangerine)은 여성을 위한 플로럴 프루티 향수입니다. 로즈 탠저린(Rose Tangerine)은 2020년에 출시되었습니다. 조향사는 시도니 랑쇠르(Sidonie Lancesseur)와 미셸 알마락(Michel Almairac)입니다.,Tangerine,Black Currant,"CedarWood, Amber",moderate,https://fimgs.net/mdimg/perfume/375x500.62372.jpg,건성  ,"클래식, 로맨틱, 럭셔리","ENTP, ENFJ, ENTJ, ESFJ, INFJ, INTP, INTJ, ISFP, ISFJ"
Chloé,"95,670",여성,로즈 나츄렐,Chloé Rose Naturelle Intense Chloé for women,3.64,"woody: 100%;, rose: 56.5594%;, citrus: 52.241%;, powdery: 49.5327%;, aromatic: 45.2247%;",34.5679,100,64.8148,68.5185,spring,94.4444,32.0988,끌로에(Chloé)의 로즈 나츄렐(Rose Naturelle)은 여성을 위한 플로럴 향수입니다. 로즈 나츄렐(Rose Naturelle)은 2022년에 출시되었습니다. 조향사는 알렉시스 다디에(Alexis Dadier)입니다. ,"Citron, Blackcurrant","Rose, Neroli","Mimosa, Cedarwood",moderate,https://fimgs.net/mdimg/perfume/375x500.76287.jpg,건성  ,"모던/미니멀, 로맨틱","ENTP, ENFP, ENFJ, ESFJ, INFP, INFJ, INTP, INTJ, ISFP, ISFJ"
Chloé,"76,900",여성,로즈 드 끌로에,Chloé Roses de Chloé Chloé for women,4.12,"rose: 100%;, floral: 71.4475%;, citrus: 61.7194%;, fruity: 57.1991%;, musky: 51.9177%;, aromatic: 46.4166%;, powdery: 45.7567%;",17.6901,97.7339,64.9123,31.4327,spring,100,17.3246,끌로에(Chloé)의 로즈 드 끌로에(Chloé Roses de Chloé)는 여성을 위한 플로럴 향수입니다. 로즈 드 끌로에(Chloé Roses de Chloé)는 2013년에 출시되었습니다. 조향사는 미셸 알마이락(Michel Almairac)과 밀렌 알랑(Mylène Alran)입니다.,"Litchi, Bergamot, Peony","Damask Rose, Magnolia","White Musk, Amber",moderate,https://fimgs.net/mdimg/perfume/375x500.18702.jpg,건성  ,"모던/미니멀, 로맨틱, 럭셔리","ENFJ, ESFP, ESTJ, ENTJ, ESFJ, ISFP, INFP, INTP, ISFJ"
